04-11,04-12,04-09,04-10,04-07,04-08,04-05,04-06,04-03,04-04,04-01,04-02,12-16,12-15,12-14,12-13,12-12,12-11,12-10,12-09,12-08,12-07,12-06,12-05,15-02,15-01,15-04,15-03,15-06,15-05,15-08,15-07,15-10,15-09,15-12,15-11,07-05,07-06,07-07,07-08,07-09,07-10,07-11,07-12,07-13,07-14,07-15,07-16,04-14,04-13,04-16,04-15,13-12,13-11,13-10,13-09,13-08,13-07,13-06,13-05,13-04,13-03,13-02,13-01,22-10,22-09,22-08,22-07,22-12,22-11,22-06,22-05,22-14,22-13,22-04,22-03,22-16,22-15,22-02,22-01,12-04,12-03,12-02,12-01,06-06,06-05,06-08,06-07,06-10,06-09,06-12,06-11,06-14,06-13,06-16,06-15,08-10,08-09,08-08,08-07,08-12,08-11,08-06,08-05,08-14,08-13,08-04,08-03,08-16,08-15,08-02,08-01,05-04,05-03,09-14,09-13,21-04,21-03,19-14,19-13,18-11,18-12,18-09,18-10,18-07,18-08,18-05,18-06,18-03,18-04,18-01,18-02,02-02,02-01,02-04,02-03,02-06,02-05,02-08,02-07,02-10,02-09,02-12,02-11,18-13,18-14,18-15,18-16,14-01,14-02,14-03,14-04,14-05,14-06,14-07,14-08,03-15,03-16,03-13,03-14,03-11,03-12,03-09,03-10,03-07,03-08,03-05,03-06,03-03,03-04,03-01,03-02,23-15,23-16,23-13,23-14,23-11,23-12,23-09,23-10,02-14,02-13,02-16,02-15,23-01,23-02,23-03,23-04,23-05,23-06,23-07,23-08,25-15,25-16,25-13,25-14,25-11,25-12,25-09,25-10,25-07,25-08,25-05,25-06,25-03,25-04,25-01,25-02,14-15,14-16,14-13,14-14,14-11,14-12,14-09,14-10,13-16,13-15,13-14,13-13,15-16,15-15,15-14,15-13,05-10,05-09,05-08,05-07,05-06,05-05,19-02,19-01,19-04,19-03,19-06,19-05,11-16,11-15,11-14,11-13,11-12,11-11,11-10,11-09,11-08,11-07,11-06,11-05,11-04,11-03,11-02,11-01,09-16,09-15,05-02,05-01,06-02,06-01,06-04,06-03,07-02,07-01,07-04,07-03,09-08,09-07,09-10,09-09,09-12,09-11,21-16,21-15,21-14,21-13,21-12,21-11,20-02,20-01,20-04,20-03,20-06,20-05,20-08,20-07,20-10,20-09,20-12,20-11,20-14,20-13,20-16,20-15,21-02,21-01,19-16,19-15,05-12,05-11,05-14,05-13,05-16,05-15,09-01,09-02,09-03,09-04,09-05,09-06,21-05,21-06,21-07,21-08,21-09,21-10,19-08,19-07,19-10,19-09,19-12,19-11
01A,01B,02A,02B,03A,03B,04A,04B,05A,05B,06A,06B,07A,07B,08A,08B,09A,09B,10A,10B,11A,11B,12A,12B,13A,13B,14A,14B,15A,15B,16A,16B,17A,17B,18A,18B,19A,19B,20A,20B,21A,21B,22A,22B,23A,23B,24A,24B,25A,25B,26A,26B,27A,27B,28A,28B,29A,29B,30A,30B,31A,31B,32A,32B,33A,33B,34A,34B,35A,35B,36A,36B,37A,37B,38A,38B,39A,39B,40A,40B,41A,41B,42A,42B,43A,43B,44A,44B,45A,45B,46A,46B,47A,47B,48A,48B,49A,49B,50A,50B,51A,51B,52A,52B,53A,53B,54A,54B,55A,55B,56A,56B,57A,57B,58A,58B,59A,59B,60A,60B,61A,61B,62A,62B,63A,63B,64A,64B,65A,65B,66A,66B,67A,67B,68A,68B,69A,69B,70A,70B,71A,71B,72A,72B,73A,73B,74A,74B,75A,75B,76A,76B,77A,77B,78A,78B,79A,79B,80A,80B,81A,81B,82A,82B,83A,83B,84A,84B,85A,85B,86A,86B,87A,87B,88A,88B,89A,89B,90A,90B,91A,91B,92A,92B,93A,93B,94A,94B,95A,95B,96A,96B,97A,97B,98A,98B,99A,99B,100A,100B,101A,101B,102A,102B,103A,103B,104A,104B,105A,105B,106A,106B,107A,107B,108A,108B,109A,109B,110A,110B,111A,111B,112A,112B,113A,113B,114A,114B,115A,115B,116A,116B,117A,117B,118A,118B,119A,119B,120A,120B,121A,121B,122A,122B,123A,123B,124A,124B,125A,125B,126A,126B,127A,127B,128A,128B,129A,129B,130A,130B,131A,131B,132A,132B,133A,133B,134A,134B,135A,135B,136A,136B,137A,137B,138A,138B,139A,139B,140A,140B,141A,141B,142A,142B,143A,143B,144A,144B,145A,145B,146A,146B,147A,147B,148A,148B,149A,149B,150A,150B,151A,151B,152A,152B,153A,153B,154A,154B,155A,155B,156A,156B,157A,157B,158A,158B,159A,159B,160A,160B
